Title,Company,Address,Posted In,Required Skills,Responsibilities,Requirements,Links
Sales Engineer (Oil & Gas),Global Advanced Systems,"Sheraton, Cairo, Egypt ",1 month ago,Full timeExperienced · 3+ Yrs of Exp · Sales · Sales Skills · Engineering · Sales Target · Sales Engineering · Mechanical Engineering · Electrical Engineering · Oil & Gas · Customer Service · Sales/Retail,Prepare and deliver technical presentations explaining products or services to customers and prospective customers. | Confer with customers and engineers to assess equipment needs and to determine system requirements. | Help clients solve problems with installed equipment. | Create Sales Leads and customer value and short and long term business relations. | ,"Bachelor’s degree in Engineering/Technical/Business field ( Oil & Gas ) and 3 years of experience in a sales management/sales engineering/application engineering role in industrial sales Self-starter with the ability to work extended periods without supervision. | Understand sales cycle and has proved sales experience and has DB for customers. | Strong ability to assimilate, organize, prioritize and manage information related to customer and corporate requirements. | Strong Ability to create value to customers, create strong, long business relation and customer needs. | Strong analytical and risk analysis skills | Strong ability to conduct financial analysis | Strong problem solving skills and ability to make decisions | Strong leadership skills, especially in addressing sales issues that extend to other departments. | Strong oral and written communication and presentation skills | Strong ability to multi-task effectively | Customer and result oriented. | Strong level of interpersonal skills with the ability to work effectively with others | Leadership skills, especially in addressing issues that cross internal departments | ",https://wuzzuf.net/jobs/p/Cq3iz3Wx6CE7-Sales-Engineer-Oil-Gas-Global-Advanced-Systems-Cairo-Egypt?o=72&l=sp&t=sj&a=energy|search-v3|hpb
"Maintenance Planning ,Spare parts & Utilities Manager",SAVOLA,"10th of Ramadan City, Sharqia, Egypt ",1 month ago,Full timeManager · 6 - 10 Yrs of Exp · Maintenance · Planning · Spare Parts · TPM · Engineering · Installation/Maintenance/Repair · Engineering - Other,"Improve workforce productivity and work quality by anticipating and eliminating potential delays through planning and coordination of labor, spare parts, material, and equipment access in addition to providing technical analysis/review for energy and saving projects; providing project deliverables and KPIs  | ",Bachelor’s degree in engineering. | 6-10 years of relevant experience in maintenance with a minimum of 2 years in maintenance planning. | Solid previous experience in applying TPM  | ,https://wuzzuf.net/jobs/p/4AfYlbtoFfDd-Maintenance-Planning-Spare-parts-Utilities-Manager-SAVOLA-Sharqia-Egypt?o=73&l=sp&t=sj&a=energy|search-v3|hpb
Regional Sales Training Executive – HVAC,Johnson Controls,"New Cairo, Cairo, Egypt ",1 month ago,Full timeExperienced · 5 - 8 Yrs of Exp · HVAC · Mechanical Power · Sales · Sales Skills · Sales Target · Training · English · Communication Skills · Engineering · Coaching,"Lead the delivery of sales curriculum to be deployed across the JV. | Regular on the job sales coaching. | Oversee all aspects of the sales on-boarding program including curriculum development, facilitation, and impact measurement | Manage the delivery of sales training to help our people meet the needs of their customers while driving improved profits. | Drive SMEs train the trainer program. | Impact people across the business as a part of a team creating and providing stimulating ways to help others improve their performance at work.    | Investigate new opportunities and develop effective training that is impactful and inventive.   | Align ingenuity and innovative ideas with the strategic plan of the business.   | Support the business strategies that allow our customers to conserve energy and protect our environment. | ","Bachelor’s degree in mechanical power engineering or relevant field. | 5+ years of solid experience with sales in our business arena. | Fluent level of English & Arabic is a Must. | Experienced Salesperson with a track record for delivering results. | Knows the current sales trends and has successfully applied them in the real world. | Excellent presentation and communication skills. | Passionate for teaching, coaching, and developing people. | Resourceful, can come up with effective solutions and solve problems. | Flexible to travel – Can travel up to 50% when needed across the MEA region. | ",https://wuzzuf.net/jobs/p/Gd5W1ToOlVZ1-Regional-Sales-Training-Executive-–-HVAC-Johnson-Controls-Cairo-Egypt?o=74&l=sp&t=sj&a=energy|search-v3|hpb
Telesales Specialist,DailyMealz | ديلي ميلز,"Maadi, Cairo, Egypt ",1 month ago,Full timeWork from homeEntry Level · 1 - 3 Yrs of Exp · Sales Skills · Customer Service · Telesales · Sales · Customer Service/Support · Sales/Retail,"As an inside sales representative you will work as a member of our sales team and will be responsible for the execution of our sales coverage plan. | Your role will include making contact with and closing of contracts with Clients telephone, with full responsibility for your targets. | You will use state-of-the-art sales management tools to provide regular reporting at management level. | You will develop familiarity with each Client’s business, including but not limited to: services, customer demographics, ratings, points of competitive differentiation, economic model, and revenue and profit drivers. | ","You have excellent communication skills, are confident and outgoing. | You like to make new contacts and have gained 1-3 year of experience in a sales role. | When challenged, you can adequately respond to concerns of your counterpart during a discussion. | You enjoy working with others, and represent our company in a positive way. | Good in English | Business understanding and quick learning | High energy and motivation | ",https://wuzzuf.net/jobs/p/ig7ykEawuBZF-Telesales-Specialist-DailyMealz-ديلي-ميلز-Cairo-Egypt?o=75&l=sp&t=sj&a=energy|search-v3|hpb
Social Media Specialist - Tires,Nile Projects & Trading,"New Cairo, Cairo, Egypt ",7 days ago,Full timeExperienced · 3 - 5 Yrs of Exp · Marketing · E-marketing · Market Research · Digital Marketing · Social Media · MBA · Advertising · Microsoft Office · Branding · Communication,"Conduct & evaluate current market conditions, and Keeping abreast of competitor’s products and market shares analysis. | Consolidate and follow up market data (segments, evolution, competition, techniques…) | Promote the brand and brand equity (organization of communication plan, advertising, promotion definition, tools to be given to sales team and customers). | Responsible for all the company’s social media channels mainly Facebook, LinkedIn, Twitter. | Preparing daily, weekly and monthly status reports. | Monitoring the Press online and social media and preparing general monthly reports. | Work closely with sales department for the achievement of business objectives to increase profit and meeting local budget and sales targets. | Maintain customer’s satisfaction that emphasis on sustainable high quality service and business profitability. | ","Understand and champion the company products at a market level and possess a thorough understanding of brand products/services, while having in-depth knowledge of market dynamics and international trends. | Proven marketing skills. | An innovative thinker who is able to visualize a concept and its potential. | Excellent communication & presentation skills. | Strong Leadership qualities. | Analytical & Strategic Thinker. | Self-starter and result-oriented. | High level of drive and energy. | Fluent in English. | ",https://wuzzuf.net/jobs/p/0pAVOB5IdYAE-Social-Media-Specialist---Tires-Nile-Projects-Trading-Cairo-Egypt?o=76&l=sp&t=sj&a=energy|search-v3|hpb
Business Development Manager - Qatar,Hikvision MENA,"Doha, Qatar ",1 month ago,Full timeManager · 5+ Yrs of Exp · Sales · Sales Skills · Sales Target · Business Development · CCTV · English · Arabic · Customer Service · Business Development · Sales/Retail,"Responsible for strengthening the business of Hikvision with key end users and key business verticals. ensuring the growth of the assigned Business. | Develop accounts or verticals such as Government, Transportation, Energy, Developer and Hospitality etc. & specify HIKVISION brand name in the vendor list and secure the business. | Locate and propose potential business deals by contacting potential partners and key end users. | Close new business deals by coordinating requirements; developing and negotiating contracts; integrating contract requirements within business operations | Update job knowledge by participating in educational opportunities reading professional publications specific to our industry and maintains personal networks to keep abreast with the latest technologies. | ","Minimum 5 years’ experience in sales driven position in CCTV industry and familiarity with the project market | Solid network with System Integrators (SIs) and established presence within the end user network | Strong public speaking skills, multi-tasking and time management skills | Excellent communication skills in English, both verbal and written, Arabic Language is a plus | Persistent, pro-active and ability to drive the business independently | Ability to effectively motivate team and drive sales in a time sensitive environment | Ability to listen and tailor make presentations to meeCompetitive to achieve his targets and highly efficientt customer needs | ",https://wuzzuf.net/jobs/p/gxhKcEh7kOOZ-Business-Development-Manager---Qatar-Hikvision-MENA-Doha-Qatar?o=77&l=sp&t=sj&a=energy|search-v3|hpb
Receptionist & Admin Assistant,ECS - Energy & Contracting Solutions,"Maadi, Cairo, Egypt ",1 month ago,Full timeExperienced · 2 - 4 Yrs of Exp · Administration · Office Management · Microsoft Office · Admin · Communication Skills · Excel · Communication · English · Visio · PowerPoint,"Greeting and welcoming guests as soon as they arrive at the office and take a message of the reason for visiting. | Directing visitors to the appropriate person and office. | Answering, screening, and forward incoming phone calls and take messages if necessary | Ensure reception area and meeting rooms are tidy and presentable, with all necessary stationery and material (e.g. pens, forms, and brochures). | Seat the guests in the reception area and get back to them every now and then in case they are waiting for a while | Schedule the occupation of the meeting rooms according to the dates set by each department | Keep a record of visitors’ information to maintain office security | Provide basic and accurate information in-person and via phone/email. | Receiving and reply to faxes. | Perform the tasks requested by the direct manager. | Hands-on experience with office equipment (e.g. fax machines and printers) | Report any safety issues or hazards in the office | Report and work on resolving any malfunctioning devices or machines, or any other tools and equipment that needs repair or replacement and work on | ","Excellent in English | Presentable | Excellent in using Excel, Word, PowerPoint, Visio…. etc. | Excellent communication skills | ",https://wuzzuf.net/jobs/p/tJsZzma9i0oW-Receptionist-Admin-Assistant-ECS---Energy-Contracting-Solutions-Cairo-Egypt?o=78&l=sp&t=sj&a=energy|search-v3|hpb
Business Development Specialist,Hikvision MENA,"Cairo, Egypt ",1 month ago,Full timeExperienced · 3+ Yrs of Exp · Business Development · Communication Skills · Selling · Sales · Sales Skills · Sales Target · English · Arabic · Business Development · Sales/Retail,"Develop CCTV System integrators and increase the sales revenue according to sales target. Maintain the relationship among System integrators, Distributors and HIKVISION | Develop vertical accounts such as Government, Police, Banks, Energy, etc., specify HIKVISION name in their preferred Vendor list and close the deal | Closely work with the consultants and specify HIKVISION name in their preferred Vendor List (PVL) for their ongoing & future projects | Locate and propose potential business deals by contacting potential partners and System Integrators (SIs) | Close new business deals by coordinating requirements; developing and negotiating contracts; integrating contract requirements within business operations | Update job knowledge by participating in educational opportunities; reading professional publications specific to our industry and maintains personal networks to keep abreast with the latest technologies | ","Minimum 3 years’ experience in sales driven position and B2B dynamics | Should have Strong selling skills, ability to listen and tailor make presentations to meet customer needs | Excellent communication skills in English and Arabic, both verbal and written | Persistent and pro-active | Responsible and able to drive the business independently | Ability to effectively motivate team and drive sales in a time sensitive environment | Competitive to achieve his targets and efficient | Strong public speaking skills, multi-tasking and time management skills | ",https://wuzzuf.net/jobs/p/BdECVjpVhhfc-Business-Development-Specialist-Hikvision-MENA-Cairo-Egypt?o=79&l=sp&t=sj&a=energy|search-v3|hpb
Cashier - New Cairo,DASA,"New Cairo, Cairo, Egypt ",1 month ago,Full timeEntry Level · 1 - 3 Yrs of Exp · Cashier · Customer Service · Computer Skills · Accounting · Finance · Transactions · Microsoft Office · Accounting/Finance · Customer Service/Support,"Welcoming customers, answering their questions, helping them locate items, and providing advice or recommendations. | Operating scanners, scales, cash registers, and other electronics. | Balancing the cash register and generating reports for credit and debit sales. | Accepting payments, ensuring all prices and quantities are accurate and proving a receipt to every customer. | Processing refunds and exchanges, resolving complaints. | Following all store procedures regarding coupons, gift cards, or the purchase of specific items. | ","High School Diploma or equivalent. | Customer service or Cashier experience. | Ability to handle transactions accurately and responsibly. | High level of energy with strong customer service skills. | Basic math and computer skills. | Ability to stand, walk, lift heavy items, and work with other team members in a fast-paced environment to provide excellent service. | Attention to detail. | Helpful, courteous approach to resolving complaints | ",https://wuzzuf.net/jobs/p/xYpKlKr3IHVL-Cashier---New-Cairo-DASA-Cairo-Egypt?o=80&l=sp&t=sj&a=energy|search-v3|hpb
Sales Manager,Call Magicians,"Cairo, Egypt ",6 days ago,Full timeWork from homeManager · 3 - 5 Yrs of Exp · Sales Target · Sales · Sales Skills · Customer Service · Management · English · Communication Skills · Computer Skills · Planning · Operations/Management,"Coach, mentor, and build a high-performance team. | Develop unique ways to coach and lead a multicultural team working from home. | Obtain and analyze customer feedback to ensure high service levels are maintained. | Demonstrate dedication and support of Company initiatives, goals, and policies to staff and peers | Display strong leadership qualities that show commitment to a no-pressure, high integrity sales approach with each customer. | Generate ideas to exceed goals and demonstrate best practices to the team and organization. | Be enthusiastic and have strong communication with staff, customers, co-workers, and senior management. | ","English Native or Advance level. | A college degree is certainly helpful but, we also consider applicable work experience in lieu of a degree. | Demonstrated experience in the management of a team. | Strong organizational skills and the ability to remain focused in a fast-paced environment. | Excellent interpersonal, planning, and communication skills. | Strong computer skills. | ",https://wuzzuf.net/jobs/p/KyMON5gLU5eZ-Sales-Manager-Call-Magicians-Cairo-Egypt?o=81&l=sp&t=sj&a=energy|search-v3|hpb
Sales Engineer,Scientific Trading Center,"Cairo, Egypt ",1 month ago,Full timeExperienced · 3 - 5 Yrs of Exp · Lubricants · Sales · Sales Skills · Engineering · Industrial · Greases · Mechanical · Sales Target · Petroleum Engineering · Chemical,"Identifies business opportunities by identifying prospects and evaluating their position in the industry; researching and analyzing sales options. | Sells products by establishing contact and developing relationships with prospects; recommending solutions. | Maintaining relationships with larger clients by providing information, support and guidance | Preparing reports by collecting sales information and statistics | Preparing presentation to promote company Services. | Achieve agreed upon sales targets and outcomes within schedule | Technical sales of industrial specialty lubricants (or industrial machinery). | ","Bachelor's degree, Mechanical, Chemical/Petrochemicals or Petroleum Engineering is Preferred. | Proven work experience as a Sales Executive. | Experience in selling Lubricants is a plus . | An ability to gasp clients’ needs and to increase customer engagement. | Excellent interpersonal, written and verbal communication skills. | Analytical and Time-Management skills. | Good command of English language (Read and Written). | Solid knowledge of CRM software and MS Office (MS Excel in particular) | Understanding of sales performance metrics. | ",https://wuzzuf.net/jobs/p/ObaDKPBAgRyw-Sales-Engineer-Scientific-Trading-Center-Cairo-Egypt?o=82&l=sp&t=sj&a=energy|search-v3|hpb
Lubricant Sales Representative,ISLUB,"Cairo, Egypt ",11 days ago,Full timeExperienced · 3 - 5 Yrs of Exp · Retail · Sales · Lubricants · Sales Skills · English · Engineering · Microsoft Office · Account Management · Computer Skills · ERP,Approach target clients within the assigned territory to promote company’s products and services according to the company’s strategy. | Implementing agreed upon selling techniques to meet company set objectives. | Retaining and enhancing business with existing customers by ensuring implementation of company’s customer service and after sales service programs. | ,"Minimum - Diploma/BA/BSc. in Engineering, Science | ",https://wuzzuf.net/jobs/p/Io1S8a581RKd-Lubricant-Sales-Representative-ISLUB-Cairo-Egypt?o=83&l=sp&t=sj&a=energy|search-v3|hpb
Social Media Specialist - Fashion,Nile Projects & Trading,"New Cairo, Cairo, Egypt ",22 days ago,Full timeExperienced · 3 - 5 Yrs of Exp · Marketing · E-marketing · Market Research · Digital Marketing · Social Media · MBA · Advertising · Microsoft Office · Branding · Marketing/PR/Advertising,"Conduct & evaluate current market conditions, and Keeping abreast of competitor’s products and market shares analysis. | Consolidate and follow up market data (segments, evolution, competition, techniques…) | Promote the brand and brand equity (organization of communication plan, advertising, promotion definition, tools to be given to sales team and customers). | Responsible for all the company’s social media channels mainly Facebook, LinkedIn, Twitter. | Preparing daily, weekly and monthly status reports. | Monitoring the Press online and social media and preparing general monthly reports. | Work closely with sales department for the achievement of business objectives to increase profit and meeting local budget and sales targets. | Maintain customer’s satisfaction that emphasis on sustainable high quality service and business profitability. | ","Understand and champion the company products at a market level and possess a thorough understanding of brand products/services, while having in depth knowledge of market dynamics and international trends. | Proven marketing skills. | An innovative thinker who is able to visualize a concept and its potential. | Excellent communication & Presentation skills. | Strong Leadership qualities. | Analytical & Strategic Thinker. | Self starter and result oriented. | High level of drive and energy. | Fluent in English. | ",https://wuzzuf.net/jobs/p/8yLFtNR2c9rL-Social-Media-Specialist---Fashion-Nile-Projects-Trading-Cairo-Egypt?o=84&l=sp&t=sj&a=energy|search-v3|hpb
Facility Management Supervisor,Confidential -,"6th of October, Giza, Egypt ",21 days ago,Full timeManager · 7 - 12 Yrs of Exp · Facility Management · Engineering · Facility · Project Management · Operations · Management · Maintenance · Business Administration · Administration · Admin,"Develop and implement a facility management program including preventative maintenance and life-cycle requirements | Conduct and document regular facilities inspections | Ensure compliance with health and safety standards and industry codes | Allocate and manage facility space for maximum efficiency | Coordinate intra-office moves | Supervise maintenance and repair of facilities and equipment | Oversee facility refurbishment and renovations | Plan and manage facility central services such as reception, security, cleaning, catering, waste disposal, and parking | Implement best practice processes to increase efficiency | Obtain quotes and tenders from vendors and suppliers | Calculate and compare costs for goods and services to maximize cost-effectiveness | Negotiate contracts to optimize delivery and cost-saving | Coordinate and monitor activities of contract suppliers | Manage contractor and vendor relationships | Manage and review service contracts to ensure facility management needs are being met | Ensure delivery schedules, quantity, and quality criteria are met | Check completed work by contractors and vendors | Verify payment and invoicing match contract pricing | Plan and monitor appropriate facility management staffing levels | Ensure efficient utilization of facility maintenance staff | Performance manage, develop, and train staff. | Prepare and track facility budget. | Monitor expenses and payments | Generate and present regular reports and reviews of facility-related budgets, finances, contracts, expenditures, and purchases | Develop and implement cost reduction initiatives | Advice on and monitor energy efficiency | Oversee environmental health and safety | Assure the security of the facility | Respond to facility and equipment alarms and system failures | Provide prompt response to requests and issues from facility occupants | ","Bachelor of Engineering preferably in Civil, Electrical, or Mechanical (MEP) Engineering. | Training courses or certifications in Facility Management, project management, and health/safety preferred. | Working knowledge of principles and practices of project management. | Working knowledge of principles and practices of business administration. | Working knowledge of electrical and mechanical systems. | Working knowledge of procurement and contracts. | Sound knowledge of health, safety, and environmental regulations. | Experience in construction, maintenance, and all facets of facility operations. | Supervisory experience. | Solid computer and systems knowledge. | ",https://wuzzuf.net/jobs/p/g4HVB1xzkYUi-Facility-Management-Supervisor-Giza-Egypt?o=85&l=sp&t=sj&a=energy|search-v3|hpb
Social Media Content Creator,Zeal Capital Market,"Sheraton, Cairo, Egypt ",1 month ago,Full timeExperienced · 3 - 6 Yrs of Exp · Social Media · Marketing · Editing · Content · Adobe Creative Suite · Media Editing · Inbound Marketing · Adobe · Software · Social,"Build and manage the company’s social media profiles and presence, including Facebook, Twitter, LinkedIn, Instagram, YouTube, and potentially additional channels (Snapchat, Telegram, WhatsApp, etc.). | Create shareable content appropriate for specific networks to both spread our brand and our content and links. | Listen and engage in relevant social discussion about our company, competitors, and/or industry, both from existing customers and leads and from brand new audiences that don’t yet know us. | Create and manage social media paid campaigns and track their success,  | Create and distribute content that educates and entertains our audience, including videos, photos, infographics, video graphics, collaterals, etc. | Drive consistent, relevant traffic and leads from our social network presence. | Explore new ways to engage and new social networks to reach our target buyers. | "," Proficiency in Adobe Creative Suite & media editing software is a must | Active and well-rounded personal presence on social media, with a command of each network and their best practices. | Excellent communicator and creative thinker, with an ability to use both data and intuition to inform decisions. | Experience in demand generation marketing and inbound marketing. | Must have great creative energy and a positive attitude. | Being able to work to tight deadlines | ",https://wuzzuf.net/jobs/p/WboKnILnlnMf-Social-Media-Content-Creator-Zeal-Capital-Market-Cairo-Egypt?o=86&l=sp&t=sj&a=energy|search-v3|hpb
Showroom Senior Sales Executive - (Tanta),Al-Mansour,"Tanta, Gharbia, Egypt ",1 month ago,Full timeExperienced · 2 - 4 Yrs of Exp · Sales · Showroom · Sales Executive · Automotive · Sales Skills · Sales Target · Customer Service · Customer Care · Customer Support · Retail,"Demonstrating vehicles to customers, including taking them for drives. | Reporting to the vehicle Sales Manager on activities, reviews and analyses. | Meeting customers face to face and holding sales discussions with them. | Writing up sales contracts. | Representing the company at trade exhibitions, events and demonstrations. | Negotiating the terms of a sales agreement and closing sales. | Following-up in-bound telephone inquiries, walk-in prospects and email inquiries. | Arranging appointments via Internet Leads. | Preparing car purchase packages. | Cold calling up qualified sales prospects. | Delivering vehicles to customers. | Liaising with the showroom body shop to ensure that vehicle repairs are carried out quickly. | ","An ability to achieve and exceed targets. | Able to work as part of a busy sales team. | Ability to build a rapport with a wide range of people. | Ability to prioritize and meet deadlines on multiple assignments. | Previous related retail experience. | Strong leadership, communication and organizational skills. | A valid driver's license & satisfactory driving record. | Unlimited resilience, drive, energy and talent. | ",https://wuzzuf.net/jobs/p/0i13vUr67I9M-Showroom-Senior-Sales-Executive---Tanta-Al-Mansour-Gharbia-Egypt?o=87&l=sp&t=sj&a=energy|search-v3|hpb
Software Service Site Engineer (SCADA-DMS),Confidential -,"Alexandria, Egypt ",4 days ago,Full timeExperienced · 5+ Yrs of Exp · Engineering · SCADA · DMS · English · Software Engineering · Computer Science · Software · ERP · GIS · Integration,"This role will be responsible for executing all the on-site work related to the SCADA/DMS integration services, maintenance and support activities (preventive and curative actions) such as SCADA commissioning activities related to SCADA and DMS system, executing periodical audits, solving SW issues and producing technical reports. | ","Power system engineering or software engineering with good electrotechnical basis – Master degree at least or equivalent  | At least 5 years’ experience in SWS project with operation (SCADA/DMS and Maintenance project delivery) background | Has already had a first professional experience in the distribution management system domain | Industry knowledge in the field of operation and multi sites project organizations with knowledge on several aspects such as SCADA, DMS, Distribution network application and VM/HW– not necessarily an expert on each domain but at least understanding the main subsystems and can assess and manage activities | Process and methodology oriented | Highly collaborative and able to work across the organization to accomplish common goals | Very good knowledge in power systems domain, particularly in network modelling, distribution network analysis, distributed energy resources is a advantage | Excellent written and verbal communication skills and must be comfortable in presenting technical design and technical solutions to clients/customers (English mandatory, French highly appreciated). | Must have knowledge with DMS system database modelling and integration with GIS such as ESRI | ",https://wuzzuf.net/jobs/p/9eytDKK7K9hF-Software-Service-Site-Engineer-SCADA-DMS-Alexandria-Egypt?o=88&l=sp&t=sj&a=energy|search-v3|hpb
Graphic Designer,Wadi Degla Group,"Maadi, Cairo, Egypt ",1 month ago,Full timeExperienced · 2+ Yrs of Exp · Graphic Design · Adobe Illustrator · Adobe Photoshop · Creativity · Design · Creative/Design/Art · Marketing/PR/Advertising,"Create creative design solutions for print, web, and social media. | Design printed materials and commercials. | Design logos and corporate identities. | Prepare rough drafts and present ideas. | Develop concepts, graphics, and layouts for product illustrations, company logos, and websites. | Determine size and arrangement of illustrative material and copy, and font style and size…etc. | Perform any additional tasks that might be necessary for easier work flow, within the main frame of the job’s specialty. | ","Suitable Bachelor’s degree. | Not less than 2 years of experience. | Very strong sense of creativity. | Excellent coordination and multitasking skills. | Excellent interpersonal and influencing skills | High energy, self-starter who can motivate others. | Communication skills at all levels. | Able to work under pressure and tight deadline. | ",https://wuzzuf.net/jobs/p/SwBqJQgI3VdC-Graphic-Designer-Wadi-Degla-Group-Cairo-Egypt?o=89&l=sp&t=sj&a=energy|search-v3|hpb
Sales Engineer,Middle East Company,"Maadi, Cairo, Egypt ",1 month ago,Full timeExperienced · 2 - 4 Yrs of Exp · Petroleum Companies · Steel Fabrication Companies · Sales · Sales Skills · Engineering · Sales/Retail · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy,"Follow up with existing customers for identifying future opportunities and maintain good customer relations. | Achieve sales targets and identify new sales leads to develop. | Responsible for setting up meetings with customers, and submitting reports on sales visits. | Report on Competitor activities in the market and to outline any new trends. | Train customer's staff on newly delivered instruments. | Collect feedback on our products and services from previous customers ensuring maximum client satisfaction. | Offer after-sales training and technical support to end-customers. | ",Job Requirements: | BSc in Engineering. | Good presentation skills. | Excellent sales and marketing skills | Ability to handle customer's objections. | Disciplined and good time management skills. | Good communication skills. | Preferable if he owns a car. | ,https://wuzzuf.net/jobs/p/5T6MSNig2qbd-Sales-Engineer-Middle-East-Company-Cairo-Egypt?o=90&l=sp&t=sj&a=energy|search-v3|hpb
Senior Operations Engineer,Confidential -,"New Cairo, Cairo, Egypt ",1 month ago,Full timeExperienced · 5 - 10 Yrs of Exp · Engineering · Supply Chain · Operations · Sales · Project Management · Oil&Gas · Procurement · Logistics · Purchasing · English,"Perform market analysis on customers and competitors | Manage and monitor tendering processes including legal considerations and payment conditions achieving the best interest of the company. | Manage and construct a plan | Manage Free Zone Cash Flow in order to maintain a positive Cash Flow | Manage and create the convertibility and profitability | Manage the Billing process including the invoices issuing and collecting to maintain positive Cash Flow. | Responsible for developing and follow-up of solicited business proposals. | Manage all payments related to external customers (Logistics’ and suppliers) | Manage and solve the discrepancies for customers (shipments and documents) | Responsible for all customer order management including accurate order fulfillment, freight logistics, and timely product delivery. | Prepare all relevant documents required for Customs Clearance authorities and customers’ payment procedure. | Ensure effective lines of communication between customers, suppliers, and the company to ensure priority requirements, timely delivery of goods using the most appropriate procurement procedures. | Identify & apply a strategy for each customer based on competitors and customers’ dealing history. | Ensure pricing, terms & conditions are compliant with customers’ contractual guidelines. | Manage and maintain strong and trusted relationships with vendors, suppliers that facilitate the smooth flow of services. | Create and maintain Microsoft Excel database for the Operations Department. | Create Proforma Invoices list, Spare parts list, Shipment list, and Invoices list | Calculate (Cost, risk, and profits) | Ensure all project activities are undertaken efficiently and within fiscal budgets. | ",Bachelor University Degree | Preference has a Diploma in Supply chain or Project Management. | Minimum 5 years sales experience in the Oil & Gas industry within a similar or multinational organization with a proven track record in B2B technical sales | Ability to interpret and analyze customer needs | Fluency in English | Excellent analytical abilities. | Excellent presentation and negotiation skills | Excellent communication skills | Has Strong Relationships in Oil& Gas industry | Must have a Car. | ,https://wuzzuf.net/jobs/p/CuqEE0aMPE3M-Senior-Operations-Engineer-Cairo-Egypt?o=91&l=sp&t=sj&a=energy|search-v3|hpb
Data Architect,Master Linux,"Downtown, Cairo, Egypt ",17 days ago,Full timeEntry Level · 1 - 20 Yrs of Exp · Computer Science · Information Technology (IT) · SQL · Big Data · Hadoop · Data Warehouse · Hbase · Hive · Java · Data,Work as a powerful member in DWH & Big Data teams to develop & deliver the proposed Data Architecture | Help to create logical & Physical data model for the required data structures using client's modelling standards and standard ERWin modelling tools. | Effectively apply the process of data mapping between source systems and EDW and from EDW to different integrated systems. | Develop and implement different data integration & ETL workflows and jobs between data sources and EDW and from EDW to different integrated systems | Adhere to the best approaches to use for data integration & transformation | Responsible for development of different application data needs from EDW | Implementation of the best approaches to use for applications data integration with EDW | Put Hadoop and big data technology stack in work and development of the needed data applications for better data development. | Development & Implementation for data integration and distribution across Hadoop nodes | Applying best data movements’ techniques from and to Hadoop. | Controls | Full adherence to a set of guiding principles for data warehousing & Big Data | Develop a feedback loop with data science and EPM/ERM te | ,"Bachelor’s degree of computer science or its equivalent. | Experience with enterprise data warehouse & Big Data management; with experience in data architecture | Ability to understanding the financial services industry that allows for a detailed interpretation of budgetary, financial, and related management information | Skilled in manipulating complex, high-volume, high-dimensionality data from varying sources | Demonstrated ability to effectively | Solid Data management understanding using SQL, ErWin, and other Data Management tools | Knowledgeable about Hadoop development skills (HBase, Hive, Impala, MR,….) | Strong programming and object oriented understanding (Java, Python, C#,..) | ",https://wuzzuf.net/jobs/p/0vG7ErQgzcs5-Data-Architect-Master-Linux-Cairo-Egypt?o=92&l=sp&t=sj&a=energy|search-v3|hpb
Maintenance Engineer,Confidential -,"Heliopolis, Cairo, Egypt ",1 month ago,Full timeEntry Level · 0 - 2 Yrs of Exp · Maintenance · Mechanical Engineering · Engineering · English · Communication Skills · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy,"Manages Operation & Maintenance activities in line with Company objectives & policies, as directed by AMD O&M in accordance with company procedures & reporting system inclusive of | Issuing Daily instructions for preventive maintenance works. | Issuing of necessary spare parts. | Ensure implementation of work inclusive of PRS, Pipeline, network & client installations. | Follow up / monitor safe Operation & all facilities inclusive of PRS, pipeline, network & client installation. | Directs & manages the emergency crews to ensure high performance standards inclusive of the response time, adequacy of tooling and high training caliber through continuous drill. | Manages client support activities in coordination with Client Service department. | Daily Audit of all department staff performance & reporting to AMD O & M. | Coordinate with training Department for upgrading of the staff performance & training new comers. | To interview & recommend recruitment of required staff. | ",Good Communication skills  | leadership skills | Excellent English and computer skills | ,https://wuzzuf.net/jobs/p/vw9U09iP1oMb-Maintenance-Engineer-Cairo-Egypt?o=93&l=sp&t=sj&a=energy|search-v3|hpb
